2021-06-07 21:01:32,744 : Flow Logger HTML_B : Starting HTML Conversion To Json | H | CAP |  el | HTML | Elocta_clean.htm
2021-06-07 21:01:48,693 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:01:48,704 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16003' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:01:48,714 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed By Style | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:01:59,250 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- '2. ΠΟΙΟΤΙΚΗ ΚΑΙ ΠΟΣΟΤΙΚΗ ΣΥΝΘΕΣΗ' | Qrd txt :- '2. ΠΟΙΟΤΙΚΗ ΚΑΙ ΠΟΣΟΤΙΚΗ ΣΥΝΘΕΣΗ' | Matched :- 'True'
2021-06-07 21:01:59,265 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16004' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:01:59,272 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16004' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:01:59,280 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed By Style | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16004' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:17,272 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed : <=4|13.64|(94, 86, 95)|0.986| | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Έκδοχο με γνωστή δράση' | Qrd txt :- 'Έκδοχο(α) με γνωστή δράση' | Matched :- 'True'
2021-06-07 21:02:17,287 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:17,305 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16007' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:20,406 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- '3. ΦΑΡΜΑΚΟΤΕΧΝΙΚΗ ΜΟΡΦΗ' | Qrd txt :- '3. ΦΑΡΜΑΚΟΤΕΧΝΙΚΗ ΜΟΡΦΗ' | Matched :- 'True'
2021-06-07 21:02:20,420 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:20,427 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16008' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:20,437 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed By Style | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:24,656 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- '4. ΚΛΙΝΙΚΕΣ ΠΛΗΡΟΦΟΡΙΕΣ' | Qrd txt :- '4. ΚΛΙΝΙΚΕΣ ΠΛΗΡΟΦΟΡΙΕΣ' | Matched :- 'True'
2021-06-07 21:02:24,667 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16009' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:24,676 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16009' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:24,681 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed By Style | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16009' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:25,523 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.1 Θεραπευτικές ενδείξεις' | Qrd txt :- '4.1 Θεραπευτικές ενδείξεις' | Matched :- 'True'
2021-06-07 21:02:25,535 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16010' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:25,543 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16010' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:25,550 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed By Style | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16010' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:28,592 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.2 Δοσολογία και τρόπος χορήγησης' | Qrd txt :- '4.2 Δοσολογία και τρόπος χορήγησης' | Matched :- 'True'
2021-06-07 21:02:28,604 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16011' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:28,615 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16011' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:28,622 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed By Style | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16011' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:31,346 : Heading Extraction Elocta_clean_SmPC.json_e : Match Failed In Lowercase : <=7|277.78|(42, 100, 90)|0.755| | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Δοσολογία' | Qrd txt :- '4.2 Δοσολογία και τρόπος χορήγησης' | Matched :- 'False'
2021-06-07 21:02:31,349 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Δοσολογία' | Qrd txt :- 'Δοσολογία' | Matched :- 'True'
2021-06-07 21:02:31,363 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16012' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:31,377 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16012' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:31,543 : Heading Extraction Elocta_clean_SmPC.json_e : Match Failed In Lowercase : <=4|100.0|(62, 89, 90)|0.447| | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Δοσολογία' | Qrd txt :- '4.9 Υπερδοσολογία' | Matched :- 'False'
2021-06-07 21:02:42,383 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:02:42,396 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,419 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16013' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,510 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:02:42,522 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,536 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16019' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,572 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:02:42,592 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,607 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16021' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,677 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:02:42,692 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,709 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16028' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,752 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:02:42,765 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,795 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16031' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,867 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:02:42,887 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:42,908 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16037' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:44,172 : Heading Extraction Elocta_clean_SmPC.json_e : Match Failed In Lowercase : <=7|118.75|(60, 94, 90)|0.453| | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Τρόπος χορήγησης' | Qrd txt :- '4.2 Δοσολογία και τρόπος χορήγησης' | Matched :- 'False'
2021-06-07 21:02:44,198 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Τρόπος χορήγησης' | Qrd txt :- 'Τρόπος χορήγησης' | Matched :- 'True'
2021-06-07 21:02:44,220 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:44,243 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16014' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:48,045 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.3 Αντενδείξεις' | Qrd txt :- '4.3 Αντενδείξεις' | Matched :- 'True'
2021-06-07 21:02:48,057 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16016' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:48,065 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16016' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:48,074 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed By Style | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16016' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:49,670 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.4 Ειδικές προειδοποιήσεις και προφυλάξεις κατά τη χρήση' | Qrd txt :- '4.4 Ειδικές προειδοποιήσεις και προφυλάξεις κατά τη χρήση' | Matched :- 'True'
2021-06-07 21:02:49,688 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16017' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:49,697 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16017' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:49,703 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed By Style | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16017' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:59,637 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Ιχνηλασιμότητα' | Qrd txt :- 'Ιχνηλασιμότητα' | Matched :- 'True'
2021-06-07 21:02:59,655 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16018' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:02:59,670 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16018' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:00,941 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:03:00,951 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:00,960 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16013' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:01,030 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:03:01,039 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:01,052 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16019' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:01,088 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:03:01,098 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:01,108 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16021' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:01,155 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:03:01,165 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:01,175 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16028' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:01,203 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:03:01,214 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:01,226 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16031' | prevHeadingCurrId :- '16001' | prevHeadingFoundId :- '16001'
2021-06-07 21:03:01,278 : Heading Extraction Elocta_clean_SmPC.json_e : Match Passed | H | CAP |  el | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Παιδιατρικός πληθυσμός' | Qrd txt :- 'Παιδιατρικός πληθυσμός' | Matched :- 'True'
2021-06-07 21:03:01,289 : Heading Extraction Elocta_clean_SmPC.json_e : Validation Flow Is Broken | H | CAP |  el | 0 | Elocta_clean_SmPC.json | currHeadId :- '16037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '16001'
