2021-09-19 10:07:07,920 : Flow Logger HTML_R : Starting HTML Conversion To Json | H | CAP |  en | HTML | Elocta_clean.htm
2021-09-19 10:07:15,225 : Partition_P : Writing partition to file: /Users/achilleas.voutsas/Development/data-science/EMA%20EPI%20PoC/conversion/work/H/CAP/Elocta/en/2021-06-09T12-44-02Z/partitionedJSONs/Elocta_clean_ LABELLING .json | H | CAP |  en | Json | Elocta_clean.json
2021-09-19 10:07:15,239 : Partition_P : Writing partition to file: /Users/achilleas.voutsas/Development/data-science/EMA%20EPI%20PoC/conversion/work/H/CAP/Elocta/en/2021-06-09T12-44-02Z/partitionedJSONs/Elocta_clean_ PACKAGE LEAFLET.json | H | CAP |  en | Json | Elocta_clean.json
2021-09-19 10:07:15,251 : Flow Logger HTML_R : ['Elocta_clean_SmPC.json', 'Elocta_clean_ANNEX II.json', 'Elocta_clean_ LABELLING .json', 'Elocta_clean_ PACKAGE LEAFLET.json'] | H | CAP |  en | HTML | Elocta_clean.htm
2021-09-19 10:07:15,252 : Flow Logger HTML_R : Completed Json Split | H | CAP |  en | HTML | Elocta_clean.htm
2021-09-19 10:07:15,255 : Flow Logger HTML_R : Split Json,0.0114 Min,0.139155 MB,18.85411 MB,76.9%
 | H | CAP |  en | HTML | Elocta_clean.htm
2021-09-19 10:07:15,258 : Flow Logger HTML_R : Started Processing CAP Partitioned Jsons | H | CAP |  en | HTML | Elocta_clean.htm
2021-09-19 10:07:15,260 : Flow Logger HTML_R : 



||||||||||||||||||||||||||||||||0 ||||| Elocta_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | Elocta_clean.htm
2021-09-19 10:07:15,266 : Heading Extraction Elocta_clean_SmPC.json_u : Starting Heading Extraction | H | CAP |  en | 0 | Elocta_clean_SmPC.json
2021-09-19 10:07:15,588 : Heading Extraction Elocta_clean_SmPC.json_u : Started Extracting Heading | H | CAP |  en | 0 | Elocta_clean_SmPC.json
2021-09-19 10:07:15,729 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-09-19 10:07:15,732 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed As This The First Heading | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-09-19 10:07:15,746 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-09-19 10:07:15,752 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24001'
2021-09-19 10:07:15,755 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24003' | prevHeadingCurrId :- '24001' | prevHeadingFoundId :- '24001'
2021-09-19 10:07:16,972 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-09-19 10:07:16,977 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24004' | prevHeadingCurrId :- '24003' | prevHeadingFoundId :- '24003'
2021-09-19 10:07:19,625 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed : <=4|11.11|(95, 89, 95)|0.989| | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Excipient with known effect' | Qrd txt :- 'Excipient(s) with known effect' | Matched :- 'True'
2021-09-19 10:07:19,632 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24004'
2021-09-19 10:07:19,637 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24007' | prevHeadingCurrId :- '24004' | prevHeadingFoundId :- '24004'
2021-09-19 10:07:19,643 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24004'
2021-09-19 10:07:20,200 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '3. PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-09-19 10:07:20,206 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24004'
2021-09-19 10:07:20,212 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24008' | prevHeadingCurrId :- '24004' | prevHeadingFoundId :- '24004'
2021-09-19 10:07:20,742 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4. CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-09-19 10:07:20,747 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24009' | prevHeadingCurrId :- '24008' | prevHeadingFoundId :- '24008'
2021-09-19 10:07:20,794 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.1 Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-09-19 10:07:20,799 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24010' | prevHeadingCurrId :- '24009' | prevHeadingFoundId :- '24009'
2021-09-19 10:07:21,173 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.2 Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-09-19 10:07:21,179 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24011' | prevHeadingCurrId :- '24010' | prevHeadingFoundId :- '24010'
2021-09-19 10:07:21,507 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-09-19 10:07:21,516 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24012' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,286 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:23,295 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,302 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,336 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:23,348 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,359 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,365 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,372 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:23,383 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,396 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,405 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,442 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:23,449 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,457 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,478 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,497 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:23,513 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,524 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,529 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,554 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:23,563 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,576 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,583 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,829 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Method of administration' | Qrd txt :- 'Method of administration' | Matched :- 'True'
2021-09-19 10:07:23,847 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24014' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:23,853 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:24,443 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.3 Contraindications' | Qrd txt :- '4.3 Contraindications' | Matched :- 'True'
2021-09-19 10:07:24,449 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24016' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:07:24,605 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.4 Special warnings and precautions for use' | Qrd txt :- '4.4 Special warnings and precautions for use' | Matched :- 'True'
2021-09-19 10:07:24,611 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24017' | prevHeadingCurrId :- '24016' | prevHeadingFoundId :- '24016'
2021-09-19 10:07:25,706 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Traceability' | Qrd txt :- 'Traceability' | Matched :- 'True'
2021-09-19 10:07:25,714 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24018' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:25,718 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24018' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:25,989 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:25,995 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed As Previous Heading Found is not matching | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,023 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:26,031 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,037 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,046 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:26,055 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,062 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,068 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,098 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:26,108 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,118 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,122 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,134 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:26,144 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,153 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,160 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,179 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:26,186 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,195 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,200 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,750 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Qrd txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Matched :- 'True'
2021-09-19 10:07:26,756 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24020' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-09-19 10:07:26,979 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.6 Fertility, pregnancy and lactation' | Qrd txt :- '4.6 Fertility, pregnancy and lactation' | Matched :- 'True'
2021-09-19 10:07:26,985 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24022' | prevHeadingCurrId :- '24020' | prevHeadingFoundId :- '24020'
2021-09-19 10:07:27,077 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.7 Effects on ability to drive and use machines' | Qrd txt :- '4.7 Effects on ability to drive and use machines' | Matched :- 'True'
2021-09-19 10:07:27,083 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24026' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-09-19 10:07:27,306 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.8 Undesirable effects' | Qrd txt :- '4.8 Undesirable effects' | Matched :- 'True'
2021-09-19 10:07:27,312 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24027' | prevHeadingCurrId :- '24026' | prevHeadingFoundId :- '24026'
2021-09-19 10:07:28,854 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:28,859 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed As Previous Heading Found is not matching | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24027'
2021-09-19 10:07:28,882 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:28,889 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed As Previous Heading Found is not matching | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24027'
2021-09-19 10:07:28,895 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:28,901 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed As Previous Heading Found is not matching | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '24020' | prevHeadingFoundId :- '24027'
2021-09-19 10:07:28,926 : Heading Extraction Elocta_clean_SmPC.json_u : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:07:28,935 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '24027' | prevHeadingFoundId :- '24027'
2021-09-19 10:07:28,948 : Heading Extraction Elocta_clean_SmPC.json_u : Validation Failed By Style | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24027'
