2021-05-20 00:52:06,550 : Flow Logger HTML_M : Starting HTML Conversion To Json | H | CAP |  en | HTML | Abilify Maintena_clean.htm
2021-05-20 00:52:17,624 : Flow Logger HTML_M : Started Processing Partitioned Jsons | H | CAP |  en | HTML | Abilify Maintena_clean.htm
2021-05-20 00:52:17,626 : Flow Logger HTML_M : 



||||||||||||||||||||||||||||||||0 ||||| Abilify Maintena_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | Abilify Maintena_clean.htm
2021-05-20 00:52:17,631 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Starting Heading Extraction | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json
2021-05-20 00:52:18,184 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Started Extracting Heading | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json
2021-05-20 00:52:18,376 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-20 00:52:18,383 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Validation Passed As This The First Heading | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '20001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-05-20 00:52:18,418 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-05-20 00:52:18,433 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Validation Flow Is Broken | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20001'
2021-05-20 00:52:18,440 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '20001' | prevHeadingFoundId :- '20001'
2021-05-20 00:52:19,469 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-20 00:52:19,482 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '20004' | prevHeadingCurrId :- '20003' | prevHeadingFoundId :- '20003'
2021-05-20 00:52:22,167 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '3. PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-05-20 00:52:22,178 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Validation Flow Is Broken | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '20008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20004'
2021-05-20 00:52:22,186 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '20008' | prevHeadingCurrId :- '20004' | prevHeadingFoundId :- '20004'
2021-05-20 00:52:22,868 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4. CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-05-20 00:52:22,877 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '20009' | prevHeadingCurrId :- '20008' | prevHeadingFoundId :- '20008'
2021-05-20 00:52:22,936 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.1 Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-05-20 00:52:22,946 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '20010' | prevHeadingCurrId :- '20009' | prevHeadingFoundId :- '20009'
2021-05-20 00:52:23,189 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.2 Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-05-20 00:52:23,198 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '20011' | prevHeadingCurrId :- '20010' | prevHeadingFoundId :- '20010'
2021-05-20 00:52:23,227 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-05-20 00:52:23,241 : Heading Extraction Abilify Maintena_clean_SmPC.json_i : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '20012' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
