2021-06-01 16:05:54,721 : Flow Logger HTML_3 : Starting HTML Conversion To Json | H | CAP |  en | HTML | Karvea_clean.htm
2021-06-01 16:06:04,878 : Flow Logger HTML_3 : Split Json,0.0114 Min,0.250733 MB,14.998611 MB,38.6%
 | H | CAP |  en | HTML | Karvea_clean.htm
2021-06-01 16:06:04,878 : Flow Logger HTML_3 : Started Processing Partitioned Jsons | H | CAP |  en | HTML | Karvea_clean.htm
2021-06-01 16:06:04,882 : Flow Logger HTML_3 : 



||||||||||||||||||||||||||||||||0 ||||| Karvea_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | Karvea_clean.htm
2021-06-01 16:06:04,886 : Heading Extraction Karvea_clean_SmPC.json_A : Starting Heading Extraction | H | CAP |  en | 0 | Karvea_clean_SmPC.json
2021-06-01 16:06:05,219 : Heading Extraction Karvea_clean_SmPC.json_A : Started Extracting Heading | H | CAP |  en | 0 | Karvea_clean_SmPC.json
2021-06-01 16:06:05,431 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-06-01 16:06:05,435 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed As This The First Heading | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-06-01 16:06:05,471 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-06-01 16:06:05,475 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20001'
2021-06-01 16:06:05,479 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '20001' | prevHeadingFoundId :- '20001'
2021-06-01 16:06:05,758 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-06-01 16:06:05,762 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20004' | prevHeadingCurrId :- '20003' | prevHeadingFoundId :- '20003'
2021-06-01 16:06:06,488 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '3. PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-06-01 16:06:06,496 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20004'
2021-06-01 16:06:06,500 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20008' | prevHeadingCurrId :- '20004' | prevHeadingFoundId :- '20004'
2021-06-01 16:06:06,828 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '4. CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-06-01 16:06:06,836 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20009' | prevHeadingCurrId :- '20008' | prevHeadingFoundId :- '20008'
2021-06-01 16:06:06,900 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '4.1 Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-06-01 16:06:06,908 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20010' | prevHeadingCurrId :- '20009' | prevHeadingFoundId :- '20009'
2021-06-01 16:06:07,287 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '4.2 Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-06-01 16:06:07,291 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20011' | prevHeadingCurrId :- '20010' | prevHeadingFoundId :- '20010'
2021-06-01 16:06:07,327 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-06-01 16:06:07,339 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20012' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,091 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:09,099 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,107 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,143 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:09,147 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,155 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,163 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:09,175 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,183 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,207 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:09,215 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,227 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,239 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:09,251 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,259 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,283 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:09,291 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,303 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,583 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed : <=4|4.17|(96, 96, 100)|0.971| | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Method of Administration' | Qrd txt :- 'Method of administration ' | Matched :- 'True'
2021-06-01 16:06:09,591 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:09,599 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20014' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:10,090 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '4.3 Contraindications' | Qrd txt :- '4.3 Contraindications' | Matched :- 'True'
2021-06-01 16:06:10,099 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20016' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:10,102 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20016' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-01 16:06:10,679 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '4.4 Special warnings and precautions for use' | Qrd txt :- '4.4 Special warnings and precautions for use' | Matched :- 'True'
2021-06-01 16:06:10,689 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20017' | prevHeadingCurrId :- '20016' | prevHeadingFoundId :- '20016'
2021-06-01 16:06:12,161 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Qrd txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Matched :- 'True'
2021-06-01 16:06:12,169 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20020' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-06-01 16:06:12,173 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20020' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-06-01 16:06:12,337 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '4.6 Fertility, pregnancy and lactation' | Qrd txt :- '4.6 Fertility, pregnancy and lactation' | Matched :- 'True'
2021-06-01 16:06:12,345 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20022' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20020'
2021-06-01 16:06:12,349 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20022' | prevHeadingCurrId :- '20020' | prevHeadingFoundId :- '20020'
2021-06-01 16:06:12,423 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Pregnancy' | Qrd txt :- 'Pregnancy' | Matched :- 'True'
2021-06-01 16:06:12,431 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20023' | prevHeadingCurrId :- '20022' | prevHeadingFoundId :- '20022'
2021-06-01 16:06:13,078 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Breast-feeding' | Qrd txt :- 'Breast-feeding' | Matched :- 'True'
2021-06-01 16:06:13,086 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20024' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20022'
2021-06-01 16:06:13,098 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20024' | prevHeadingCurrId :- '20022' | prevHeadingFoundId :- '20022'
2021-06-01 16:06:13,714 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Fertility' | Qrd txt :- 'Fertility' | Matched :- 'True'
2021-06-01 16:06:13,724 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20025' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20022'
2021-06-01 16:06:13,732 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20025' | prevHeadingCurrId :- '20022' | prevHeadingFoundId :- '20022'
2021-06-01 16:06:14,108 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '4.7 Effects on ability to drive and use machines' | Qrd txt :- '4.7 Effects on ability to drive and use machines' | Matched :- 'True'
2021-06-01 16:06:14,120 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20026' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20022'
2021-06-01 16:06:14,124 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20026' | prevHeadingCurrId :- '20022' | prevHeadingFoundId :- '20022'
2021-06-01 16:06:14,375 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '4.8 Undesirable effects' | Qrd txt :- '4.8 Undesirable effects' | Matched :- 'True'
2021-06-01 16:06:14,383 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20027' | prevHeadingCurrId :- '20026' | prevHeadingFoundId :- '20026'
2021-06-01 16:06:25,147 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:25,155 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Wrong Heading Found | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,191 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:25,199 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Wrong Heading Found | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,211 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:25,219 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Previous Heading Found is not matching | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '20020' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,243 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:25,251 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '20027' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,267 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:25,275 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,283 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '20027' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,311 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-01 16:06:25,319 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,327 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '20027' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,592 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Reporting of suspected adverse reactions' | Qrd txt :- 'Reporting of suspected adverse reactions' | Matched :- 'True'
2021-06-01 16:06:25,600 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20029' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,608 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20029' | prevHeadingCurrId :- '20027' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,864 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '4.9 Overdose' | Qrd txt :- '4.9 Overdose' | Matched :- 'True'
2021-06-01 16:06:25,872 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20030' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:25,880 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20030' | prevHeadingCurrId :- '20027' | prevHeadingFoundId :- '20027'
2021-06-01 16:06:26,008 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '5. PHARMACOLOGICAL PROPERTIES' | Qrd txt :- '5. PHARMACOLOGICAL PROPERTIES' | Matched :- 'True'
2021-06-01 16:06:26,020 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Flow Is Broken | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20032' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20030'
2021-06-01 16:06:26,024 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20032' | prevHeadingCurrId :- '20030' | prevHeadingFoundId :- '20030'
2021-06-01 16:06:26,175 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- '5.1 Pharmacodynamic properties' | Qrd txt :- '5.1 Pharmacodynamic properties' | Matched :- 'True'
2021-06-01 16:06:26,183 : Heading Extraction Karvea_clean_SmPC.json_A : Validation Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | currHeadId :- '20033' | prevHeadingCurrId :- '20032' | prevHeadingFoundId :- '20032'
2021-06-01 16:06:26,843 : Heading Extraction Karvea_clean_SmPC.json_A : Match Passed | H | CAP |  en | 0 | Karvea_clean_SmPC.json | Doc txt :- 'Mechanism of action' | Qrd txt :- 'Mechanism of action' | Matched :- 'True'
