2021-06-03 02:23:23,478 : Flow Logger HTML_K : Starting HTML Conversion To Json | H | CAP |  en | HTML | Elocta_clean.htm
2021-06-03 02:24:47,246 : Heading Extraction Elocta_clean_SmPC.json_B : Started Extracting Heading | H | CAP |  en | 0 | Elocta_clean_SmPC.json
2021-06-03 02:24:48,208 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-06-03 02:24:48,231 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed As This The First Heading | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-06-03 02:24:48,395 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-06-03 02:24:48,438 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20001'
2021-06-03 02:24:48,465 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '20001' | prevHeadingFoundId :- '20001'
2021-06-03 02:25:00,304 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-06-03 02:25:00,349 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20004' | prevHeadingCurrId :- '20003' | prevHeadingFoundId :- '20003'
2021-06-03 02:25:29,667 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed : <=4|11.11|(95, 89, 95)|0.989| | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Excipient with known effect' | Qrd txt :- 'Excipient(s) with known effect' | Matched :- 'True'
2021-06-03 02:25:29,704 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20004'
2021-06-03 02:25:29,753 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20007' | prevHeadingCurrId :- '20004' | prevHeadingFoundId :- '20004'
2021-06-03 02:25:34,162 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '3. PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-06-03 02:25:34,200 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20004'
2021-06-03 02:25:34,217 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20008' | prevHeadingCurrId :- '20004' | prevHeadingFoundId :- '20004'
2021-06-03 02:25:40,482 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4. CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-06-03 02:25:40,528 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20009' | prevHeadingCurrId :- '20008' | prevHeadingFoundId :- '20008'
2021-06-03 02:25:41,080 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.1 Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-06-03 02:25:41,141 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20010' | prevHeadingCurrId :- '20009' | prevHeadingFoundId :- '20009'
2021-06-03 02:25:45,117 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.2 Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-06-03 02:25:45,160 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20011' | prevHeadingCurrId :- '20010' | prevHeadingFoundId :- '20010'
2021-06-03 02:25:48,219 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-06-03 02:25:48,284 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20012' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:08,029 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:08,130 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:08,236 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:08,513 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:08,594 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:08,688 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:08,783 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:08,925 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:09,027 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:09,339 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:09,472 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:09,607 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:09,818 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:09,947 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:10,071 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:10,307 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:10,407 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:10,504 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:14,220 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Method of administration' | Qrd txt :- 'Method of administration' | Matched :- 'True'
2021-06-03 02:26:14,316 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:14,426 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20014' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:20,496 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.3 Contraindications' | Qrd txt :- '4.3 Contraindications' | Matched :- 'True'
2021-06-03 02:26:20,545 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20016' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:20,571 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20016' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-03 02:26:21,985 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.4 Special warnings and precautions for use' | Qrd txt :- '4.4 Special warnings and precautions for use' | Matched :- 'True'
2021-06-03 02:26:22,046 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20017' | prevHeadingCurrId :- '20016' | prevHeadingFoundId :- '20016'
2021-06-03 02:26:33,168 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Traceability' | Qrd txt :- 'Traceability' | Matched :- 'True'
2021-06-03 02:26:33,234 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20018' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:35,206 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:35,245 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Wrong Heading Found | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:35,395 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:35,444 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:35,492 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:35,534 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:35,582 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:35,632 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:35,791 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:35,848 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:35,900 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:35,987 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:36,033 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:36,093 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:36,210 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:26:36,267 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:36,328 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:41,573 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Qrd txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Matched :- 'True'
2021-06-03 02:26:41,644 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20020' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:41,685 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20020' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-06-03 02:26:43,704 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.6 Fertility, pregnancy and lactation' | Qrd txt :- '4.6 Fertility, pregnancy and lactation' | Matched :- 'True'
2021-06-03 02:26:43,762 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20022' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20020'
2021-06-03 02:26:43,791 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20022' | prevHeadingCurrId :- '20020' | prevHeadingFoundId :- '20020'
2021-06-03 02:26:44,565 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.7 Effects on ability to drive and use machines' | Qrd txt :- '4.7 Effects on ability to drive and use machines' | Matched :- 'True'
2021-06-03 02:26:44,624 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20026' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20022'
2021-06-03 02:26:44,651 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20026' | prevHeadingCurrId :- '20022' | prevHeadingFoundId :- '20022'
2021-06-03 02:26:46,541 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- '4.8 Undesirable effects' | Qrd txt :- '4.8 Undesirable effects' | Matched :- 'True'
2021-06-03 02:26:46,582 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20027' | prevHeadingCurrId :- '20026' | prevHeadingFoundId :- '20026'
2021-06-03 02:27:00,501 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:27:00,550 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Wrong Heading Found | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-03 02:27:00,731 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:27:00,779 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Wrong Heading Found | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-03 02:27:00,826 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:27:00,872 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Previous Heading Found is not matching | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '20020' | prevHeadingFoundId :- '20027'
2021-06-03 02:27:01,049 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:27:01,116 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '20027' | prevHeadingFoundId :- '20027'
2021-06-03 02:27:01,192 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-03 02:27:01,247 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Flow Is Broken | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-03 02:27:01,301 : Heading Extraction Elocta_clean_SmPC.json_B : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Elocta_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '20027' | prevHeadingFoundId :- '20027'
2021-06-03 02:27:01,432 : Heading Extraction Elocta_clean_SmPC.json_B : Match Passed | H | CAP |  en | 0 | Elocta_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
