2021-09-19 10:10:10,556 : Flow Logger HTML_1 : Starting HTML Conversion To Json | H | CAP |  en | HTML | Abilify Maintena_clean.htm
 | H | CAP |  en | HTML | Abilify Maintena_clean.htm
2021-09-19 10:10:25,760 : Flow Logger HTML_1 : Started Processing CAP Partitioned Jsons | H | CAP |  en | HTML | Abilify Maintena_clean.htm
2021-09-19 10:10:25,761 : Flow Logger HTML_1 : 



||||||||||||||||||||||||||||||||0 ||||| Abilify Maintena_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | Abilify Maintena_clean.htm
2021-09-19 10:10:25,766 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Starting Heading Extraction | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json
2021-09-19 10:10:26,138 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Started Extracting Heading | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json
2021-09-19 10:10:26,294 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-09-19 10:10:26,297 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed As This The First Heading | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-09-19 10:10:26,309 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-09-19 10:10:26,317 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Flow Is Broken | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24001'
2021-09-19 10:10:26,321 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24003' | prevHeadingCurrId :- '24001' | prevHeadingFoundId :- '24001'
2021-09-19 10:10:26,901 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-09-19 10:10:26,906 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24004' | prevHeadingCurrId :- '24003' | prevHeadingFoundId :- '24003'
2021-09-19 10:10:28,624 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '3. PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-09-19 10:10:28,630 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Flow Is Broken | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24004'
2021-09-19 10:10:28,634 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24008' | prevHeadingCurrId :- '24004' | prevHeadingFoundId :- '24004'
2021-09-19 10:10:29,168 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4. CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-09-19 10:10:29,173 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24009' | prevHeadingCurrId :- '24008' | prevHeadingFoundId :- '24008'
2021-09-19 10:10:29,218 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.1 Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-09-19 10:10:29,226 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24010' | prevHeadingCurrId :- '24009' | prevHeadingFoundId :- '24009'
2021-09-19 10:10:29,430 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.2 Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-09-19 10:10:29,436 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24011' | prevHeadingCurrId :- '24010' | prevHeadingFoundId :- '24010'
2021-09-19 10:10:29,463 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-09-19 10:10:29,471 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24012' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,481 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:10:32,489 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,494 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed By Style | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,517 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:10:32,528 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Flow Is Broken | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,535 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,541 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed By Style | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,552 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:10:32,563 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Flow Is Broken | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,572 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,576 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed By Style | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,604 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:10:32,611 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Flow Is Broken | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,621 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,626 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed By Style | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,639 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:10:32,649 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Flow Is Broken | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,656 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,663 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed By Style | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,679 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:10:32,687 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Flow Is Broken | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,699 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,704 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed By Style | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:32,985 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Method of administration' | Qrd txt :- 'Method of administration' | Matched :- 'True'
2021-09-19 10:10:32,999 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24014' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:33,015 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed By Style | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:33,621 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.3 Contraindications' | Qrd txt :- '4.3 Contraindications' | Matched :- 'True'
2021-09-19 10:10:33,627 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24016' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-09-19 10:10:33,785 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.4 Special warnings and precautions for use' | Qrd txt :- '4.4 Special warnings and precautions for use' | Matched :- 'True'
2021-09-19 10:10:33,790 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24017' | prevHeadingCurrId :- '24016' | prevHeadingFoundId :- '24016'
2021-09-19 10:10:37,624 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Qrd txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Matched :- 'True'
2021-09-19 10:10:37,630 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24020' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-09-19 10:10:39,153 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.6 Fertility, pregnancy and lactation' | Qrd txt :- '4.6 Fertility, pregnancy and lactation' | Matched :- 'True'
2021-09-19 10:10:39,159 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24022' | prevHeadingCurrId :- '24020' | prevHeadingFoundId :- '24020'
2021-09-19 10:10:39,222 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Pregnancy' | Qrd txt :- 'Pregnancy' | Matched :- 'True'
2021-09-19 10:10:39,230 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24023' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-09-19 10:10:39,443 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Breast-feeding' | Qrd txt :- 'Breast-feeding' | Matched :- 'True'
2021-09-19 10:10:39,451 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24024' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-09-19 10:10:39,561 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Fertility' | Qrd txt :- 'Fertility' | Matched :- 'True'
2021-09-19 10:10:39,569 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24025' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-09-19 10:10:39,815 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.7 Effects on ability to drive and use machines' | Qrd txt :- '4.7 Effects on ability to drive and use machines' | Matched :- 'True'
2021-09-19 10:10:39,822 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24026' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-09-19 10:10:40,148 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.8 Undesirable effects' | Qrd txt :- '4.8 Undesirable effects' | Matched :- 'True'
2021-09-19 10:10:40,154 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24027' | prevHeadingCurrId :- '24026' | prevHeadingFoundId :- '24026'
2021-09-19 10:10:42,727 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Reporting of suspected adverse reactions' | Qrd txt :- 'Reporting of suspected adverse reactions' | Matched :- 'True'
2021-09-19 10:10:42,735 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24029' | prevHeadingCurrId :- '24027' | prevHeadingFoundId :- '24027'
2021-09-19 10:10:42,741 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed By Style | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24029' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24027'
2021-09-19 10:10:43,107 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '4.9 Overdose' | Qrd txt :- '4.9 Overdose' | Matched :- 'True'
2021-09-19 10:10:43,117 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24030' | prevHeadingCurrId :- '24027' | prevHeadingFoundId :- '24027'
2021-09-19 10:10:43,802 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '5. PHARMACOLOGICAL PROPERTIES' | Qrd txt :- '5. PHARMACOLOGICAL PROPERTIES' | Matched :- 'True'
2021-09-19 10:10:43,809 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24032' | prevHeadingCurrId :- '24030' | prevHeadingFoundId :- '24030'
2021-09-19 10:10:43,925 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- '5.1 Pharmacodynamic properties' | Qrd txt :- '5.1 Pharmacodynamic properties' | Matched :- 'True'
2021-09-19 10:10:43,931 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24033' | prevHeadingCurrId :- '24032' | prevHeadingFoundId :- '24032'
2021-09-19 10:10:44,234 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Mechanism of action' | Qrd txt :- 'Mechanism of action' | Matched :- 'True'
2021-09-19 10:10:44,242 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24034' | prevHeadingCurrId :- '24033' | prevHeadingFoundId :- '24033'
2021-09-19 10:10:44,248 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed By Style | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24034' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24033'
2021-09-19 10:10:44,461 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Clinical efficacy and safety' | Qrd txt :- 'Clinical efficacy and safety' | Matched :- 'True'
2021-09-19 10:10:44,471 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24036' | prevHeadingCurrId :- '24033' | prevHeadingFoundId :- '24033'
2021-09-19 10:10:44,475 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed By Style | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24036' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24033'
2021-09-19 10:10:47,248 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:10:47,254 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed As Previous Heading Found is not matching | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24033'
2021-09-19 10:10:47,276 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:10:47,283 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed As Previous Heading Found is not matching | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24033'
2021-09-19 10:10:47,290 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:10:47,296 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed As Previous Heading Found is not matching | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '24020' | prevHeadingFoundId :- '24033'
2021-09-19 10:10:47,320 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-09-19 10:10:47,331 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Validation Failed As Previous Heading Found is not matching | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '24027' | prevHeadingFoundId :- '24033'
2021-09-19 10:10:47,343 : Heading Extraction Abilify Maintena_clean_SmPC.json_q : Match Passed | H | CAP |  en | 0 | Abilify Maintena_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
