2021-06-08 01:51:35,454 : Flow Logger HTML_v : Starting HTML Conversion To Json | H | CAP |  es | HTML | Ovaleap_clean.htm
2021-06-08 01:51:41,666 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '1. NOMBRE DEL MEDICAMENTO' | Qrd txt :- '1. NOMBRE DEL MEDICAMENTO' | Matched :- 'True'
2021-06-08 01:51:41,674 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24001'
2021-06-08 01:51:41,674 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24003' | prevHeadingCurrId :- '24001' | prevHeadingFoundId :- '24001'
2021-06-08 01:51:42,814 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '2. COMPOSICIÓN CUALITATIVA Y CUANTITATIVA' | Qrd txt :- '2. COMPOSICIÓN CUALITATIVA Y CUANTITATIVA' | Matched :- 'True'
2021-06-08 01:51:42,822 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24004' | prevHeadingCurrId :- '24003' | prevHeadingFoundId :- '24003'
2021-06-08 01:51:45,825 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed : <=4|2.94|(99, 100, 100)|0.997| | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Excipiente(s) con efecto conocido:' | Qrd txt :- 'Excipiente(s) con efecto conocido' | Matched :- 'True'
2021-06-08 01:51:45,830 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24004'
2021-06-08 01:51:45,838 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24007' | prevHeadingCurrId :- '24004' | prevHeadingFoundId :- '24004'
2021-06-08 01:51:47,026 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '3. FORMA FARMACÉUTICA' | Qrd txt :- '3. FORMA FARMACÉUTICA' | Matched :- 'True'
2021-06-08 01:51:47,034 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24004'
2021-06-08 01:51:47,034 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24008' | prevHeadingCurrId :- '24004' | prevHeadingFoundId :- '24004'
2021-06-08 01:51:48,006 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4. DATOS CLÍNICOS' | Qrd txt :- '4. DATOS CLÍNICOS' | Matched :- 'True'
2021-06-08 01:51:48,014 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24009' | prevHeadingCurrId :- '24008' | prevHeadingFoundId :- '24008'
2021-06-08 01:51:48,095 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.1 Indicaciones terapéuticas' | Qrd txt :- '4.1 Indicaciones terapéuticas' | Matched :- 'True'
2021-06-08 01:51:48,103 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24010' | prevHeadingCurrId :- '24009' | prevHeadingFoundId :- '24009'
2021-06-08 01:51:49,390 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.2 Posología y forma de administración' | Qrd txt :- '4.2 Posología y forma de administración' | Matched :- 'True'
2021-06-08 01:51:49,398 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24011' | prevHeadingCurrId :- '24010' | prevHeadingFoundId :- '24010'
2021-06-08 01:51:49,659 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Posología' | Qrd txt :- 'Posología' | Matched :- 'True'
2021-06-08 01:51:49,667 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24012' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,262 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-08 01:51:54,278 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,286 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24013' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,318 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-08 01:51:54,330 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,338 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24019' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,350 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-08 01:51:54,355 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,370 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24021' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,394 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-08 01:51:54,402 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,418 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24028' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,434 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-08 01:51:54,442 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,450 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24031' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,482 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Población pediátrica' | Qrd txt :- 'Población pediátrica' | Matched :- 'True'
2021-06-08 01:51:54,490 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:54,498 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24037' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:55,027 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Forma de administración' | Qrd txt :- 'Forma de administración' | Matched :- 'True'
2021-06-08 01:51:55,035 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:55,043 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24014' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:55,798 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.3 Contraindicaciones' | Qrd txt :- '4.3 Contraindicaciones' | Matched :- 'True'
2021-06-08 01:51:55,806 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24016' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:55,815 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24016' | prevHeadingCurrId :- '24011' | prevHeadingFoundId :- '24011'
2021-06-08 01:51:59,413 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.4 Advertencias y precauciones especiales de empleo' | Qrd txt :- '4.4 Advertencias y precauciones especiales de empleo' | Matched :- 'True'
2021-06-08 01:51:59,421 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24017' | prevHeadingCurrId :- '24016' | prevHeadingFoundId :- '24016'
2021-06-08 01:51:59,485 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Trazabilidad' | Qrd txt :- 'Trazabilidad' | Matched :- 'True'
2021-06-08 01:51:59,493 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24018' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-06-08 01:52:08,256 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.5 Interacción con otros medicamentos y otras formas de interacción' | Qrd txt :- '4.5 Interacción con otros medicamentos y otras formas de interacción' | Matched :- 'True'
2021-06-08 01:52:08,264 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24020' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24017'
2021-06-08 01:52:08,272 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24020' | prevHeadingCurrId :- '24017' | prevHeadingFoundId :- '24017'
2021-06-08 01:52:08,489 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.6 Fertilidad, embarazo y lactancia' | Qrd txt :- '4.6 Fertilidad, embarazo y lactancia' | Matched :- 'True'
2021-06-08 01:52:08,499 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24022' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24020'
2021-06-08 01:52:08,507 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24022' | prevHeadingCurrId :- '24020' | prevHeadingFoundId :- '24020'
2021-06-08 01:52:08,581 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Embarazo' | Qrd txt :- 'Embarazo' | Matched :- 'True'
2021-06-08 01:52:08,597 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24023' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-06-08 01:52:09,246 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Lactancia' | Qrd txt :- 'Lactancia' | Matched :- 'True'
2021-06-08 01:52:09,254 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24024' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24022'
2021-06-08 01:52:09,262 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24024' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-06-08 01:52:09,739 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Fertilidad' | Qrd txt :- 'Fertilidad' | Matched :- 'True'
2021-06-08 01:52:09,739 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24025' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24022'
2021-06-08 01:52:09,747 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24025' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-06-08 01:52:10,223 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.7 Efectos sobre la capacidad para conducir y utilizar máquinas' | Qrd txt :- '4.7 Efectos sobre la capacidad para conducir y utilizar máquinas' | Matched :- 'True'
2021-06-08 01:52:10,231 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24026' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24022'
2021-06-08 01:52:10,231 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24026' | prevHeadingCurrId :- '24022' | prevHeadingFoundId :- '24022'
2021-06-08 01:52:10,657 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.8 Reacciones adversas' | Qrd txt :- '4.8 Reacciones adversas' | Matched :- 'True'
2021-06-08 01:52:10,665 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24027' | prevHeadingCurrId :- '24026' | prevHeadingFoundId :- '24026'
2021-06-08 01:52:13,169 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Notificación de sospechas de reacciones adversas' | Qrd txt :- 'Notificación de sospechas de reacciones adversas' | Matched :- 'True'
2021-06-08 01:52:13,176 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24029' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24027'
2021-06-08 01:52:13,184 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24029' | prevHeadingCurrId :- '24027' | prevHeadingFoundId :- '24027'
2021-06-08 01:52:13,542 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.9 Sobredosis' | Qrd txt :- '4.9 Sobredosis' | Matched :- 'True'
2021-06-08 01:52:13,549 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24030' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24027'
2021-06-08 01:52:13,557 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24030' | prevHeadingCurrId :- '24027' | prevHeadingFoundId :- '24027'
2021-06-08 01:52:13,969 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '5. PROPIEDADES FARMACOLÓGICAS' | Qrd txt :- '5. PROPIEDADES FARMACOLÓGICAS' | Matched :- 'True'
2021-06-08 01:52:13,977 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24032' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24030'
2021-06-08 01:52:13,985 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24032' | prevHeadingCurrId :- '24030' | prevHeadingFoundId :- '24030'
2021-06-08 01:52:14,193 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '5.1 Propiedades farmacodinámicas' | Qrd txt :- '5.1 Propiedades farmacodinámicas' | Matched :- 'True'
2021-06-08 01:52:14,201 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24033' | prevHeadingCurrId :- '24032' | prevHeadingFoundId :- '24032'
2021-06-08 01:52:14,948 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Passed | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Efectos farmacodinámicos' | Qrd txt :- 'Efectos farmacodinámicos' | Matched :- 'True'
2021-06-08 01:52:14,956 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Flow Is Broken | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24035' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '24033'
2021-06-08 01:52:14,964 : Heading Extraction Ovaleap_clean_SmPC.json_K : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '24035' | prevHeadingCurrId :- '24033' | prevHeadingFoundId :- '24033'
2021-06-08 01:52:15,307 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Failed In Lowercase : <=4|28.21|(84, 100, 95)|0.965| | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Eficacia clínica y seguridad en mujeres' | Qrd txt :- 'Eficacia clínica y seguridad' | Matched :- 'False'
2021-06-08 01:52:16,273 : Heading Extraction Ovaleap_clean_SmPC.json_K : Match Failed In Lowercase : <=4|28.21|(84, 100, 95)|0.965| | H | CAP |  es | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Eficacia clínica y seguridad en hombres' | Qrd txt :- 'Eficacia clínica y seguridad' | Matched :- 'False'
