2021-05-20 16:46:12,894 : Flow Logger HTML_t : Starting HTML Conversion To Json | H | CAP |  en | HTML | Kalydeco_clean.htm
2021-05-20 16:46:21,277 : Partition_3 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Kalydeco\en\2021-05-19T09-22-20Z\partitionedJSONs\Kalydeco_clean_SmPC.json | H | CAP |  en | Json | Kalydeco_clean.json
2021-05-20 16:46:21,417 : Partition_3 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Kalydeco\en\2021-05-19T09-22-20Z\partitionedJSONs\Kalydeco_clean_ANNEX II.json | H | CAP |  en | Json | Kalydeco_clean.json
2021-05-20 16:46:21,571 : Partition_3 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Kalydeco\en\2021-05-19T09-22-20Z\partitionedJSONs\Kalydeco_clean_ANNEX III.json | H | CAP |  en | Json | Kalydeco_clean.json
2021-05-20 16:46:21,594 : Partition_3 : Writing partition to file: F:\Projects\EMA\Repository\EMA EPI PoC\function_code\work\H\CAP\Kalydeco\en\2021-05-19T09-22-20Z\partitionedJSONs\Kalydeco_clean_ PACKAGE LEAFLET.json | H | CAP |  en | Json | Kalydeco_clean.json
2021-05-20 16:46:21,618 : Flow Logger HTML_t : ['Kalydeco_clean_SmPC.json', 'Kalydeco_clean_ANNEX II.json', 'Kalydeco_clean_ANNEX III.json', 'Kalydeco_clean_ PACKAGE LEAFLET.json'] | H | CAP |  en | HTML | Kalydeco_clean.htm
2021-05-20 16:46:21,618 : Flow Logger HTML_t : Completed Json Split | H | CAP |  en | HTML | Kalydeco_clean.htm
2021-05-20 16:46:21,622 : Flow Logger HTML_t : Split Json,0.0123 Min,0.154051 MB,17.279588 MB,66.3%
 | H | CAP |  en | HTML | Kalydeco_clean.htm
2021-05-20 16:46:21,622 : Flow Logger HTML_t : Started Processing Partitioned Jsons | H | CAP |  en | HTML | Kalydeco_clean.htm
2021-05-20 16:46:21,626 : Flow Logger HTML_t : 



||||||||||||||||||||||||||||||||0 ||||| Kalydeco_clean_SmPC.json||||||||||||||||||||||||||||||||



 | H | CAP |  en | HTML | Kalydeco_clean.htm
2021-05-20 16:46:21,630 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Starting Heading Extraction | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json
2021-05-20 16:46:22,128 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Started Extracting Heading | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json
2021-05-20 16:46:22,315 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-20 16:46:22,323 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed As This The First Heading | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-05-20 16:46:22,351 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-05-20 16:46:22,359 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20001'
2021-05-20 16:46:22,367 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '20001' | prevHeadingFoundId :- '20001'
2021-05-20 16:46:22,717 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-20 16:46:22,725 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20004' | prevHeadingCurrId :- '20003' | prevHeadingFoundId :- '20003'
2021-05-20 16:46:23,035 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed : <=4|11.11|(95, 89, 95)|0.989| | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Excipient with known effect' | Qrd txt :- 'Excipient(s) with known effect' | Matched :- 'True'
2021-05-20 16:46:23,043 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20004'
2021-05-20 16:46:23,055 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20007' | prevHeadingCurrId :- '20004' | prevHeadingFoundId :- '20004'
2021-05-20 16:46:23,701 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- '3. PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-05-20 16:46:23,718 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20004'
2021-05-20 16:46:23,725 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20008' | prevHeadingCurrId :- '20004' | prevHeadingFoundId :- '20004'
2021-05-20 16:46:24,132 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- '4. CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-05-20 16:46:24,140 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20009' | prevHeadingCurrId :- '20008' | prevHeadingFoundId :- '20008'
2021-05-20 16:46:24,185 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- '4.1 Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-05-20 16:46:24,193 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20010' | prevHeadingCurrId :- '20009' | prevHeadingFoundId :- '20009'
2021-05-20 16:46:24,673 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- '4.2 Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-05-20 16:46:24,693 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20011' | prevHeadingCurrId :- '20010' | prevHeadingFoundId :- '20010'
2021-05-20 16:46:24,771 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-05-20 16:46:24,809 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20012' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,247 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:30,256 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,272 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,296 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:30,310 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,326 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,334 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:30,342 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,358 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,390 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:30,406 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,422 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,430 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:30,446 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,462 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,478 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:30,494 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:30,502 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:31,232 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Method of administration' | Qrd txt :- 'Method of administration' | Matched :- 'True'
2021-05-20 16:46:31,241 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:31,257 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20014' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:32,208 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- '4.3 Contraindications' | Qrd txt :- '4.3 Contraindications' | Matched :- 'True'
2021-05-20 16:46:32,224 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20016' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:32,232 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20016' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-05-20 16:46:32,769 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- '4.4 Special warnings and precautions for use' | Qrd txt :- '4.4 Special warnings and precautions for use' | Matched :- 'True'
2021-05-20 16:46:32,835 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20017' | prevHeadingCurrId :- '20016' | prevHeadingFoundId :- '20016'
2021-05-20 16:46:35,931 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:35,951 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Wrong Heading Found | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:35,983 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:35,997 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:36,012 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:36,026 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:36,041 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:36,057 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:36,087 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:36,111 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:36,125 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:36,139 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:36,153 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:36,167 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:36,203 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:36,218 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:36,233 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:37,249 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed : <=7|1.96|(99, 98, 99)|0.954| | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- '4.5Interaction with other medicinal products and other forms of interaction' | Qrd txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Matched :- 'True'
2021-05-20 16:46:37,261 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20020' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:37,270 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20020' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-05-20 16:46:40,049 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:40,064 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Wrong Heading Found | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20020'
2021-05-20 16:46:40,090 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:40,103 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Wrong Heading Found | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20020'
2021-05-20 16:46:40,109 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:40,124 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '20020' | prevHeadingFoundId :- '20020'
2021-05-20 16:46:40,148 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:40,159 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20020'
2021-05-20 16:46:40,174 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '20020' | prevHeadingFoundId :- '20020'
2021-05-20 16:46:40,186 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:40,199 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20020'
2021-05-20 16:46:40,215 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '20020' | prevHeadingFoundId :- '20020'
2021-05-20 16:46:40,233 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-20 16:46:40,244 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20020'
2021-05-20 16:46:40,257 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '20020' | prevHeadingFoundId :- '20020'
2021-05-20 16:46:41,054 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Match Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | Doc txt :- '4.6 Fertility, pregnancy and lactation' | Qrd txt :- '4.6 Fertility, pregnancy and lactation' | Matched :- 'True'
2021-05-20 16:46:41,084 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Flow Is Broken | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20022' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20020'
2021-05-20 16:46:41,104 : Heading Extraction Kalydeco_clean_SmPC.json_2 : Validation Passed | H | CAP |  en | 0 | Kalydeco_clean_SmPC.json | currHeadId :- '20022' | prevHeadingCurrId :- '20020' | prevHeadingFoundId :- '20020'
