2021-06-08 01:48:13,453 : Flow Logger HTML_3 : Starting HTML Conversion To Json | H | CAP |  en | HTML | Ovaleap_clean.htm
2021-06-08 01:48:17,140 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Starting Heading Extraction | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:48:17,433 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Started Extracting Heading | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:48:17,601 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-06-08 01:48:17,605 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed As This The First Heading | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-06-08 01:48:17,634 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-06-08 01:48:17,634 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20001'
2021-06-08 01:48:17,642 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20003' | prevHeadingCurrId :- '20001' | prevHeadingFoundId :- '20001'
2021-06-08 01:48:18,473 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-06-08 01:48:18,481 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20004' | prevHeadingCurrId :- '20003' | prevHeadingFoundId :- '20003'
2021-06-08 01:48:20,417 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed : <=4|3.23|(98, 100, 100)|0.996| | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Excipient(s) with known effect:' | Qrd txt :- 'Excipient(s) with known effect' | Matched :- 'True'
2021-06-08 01:48:20,425 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20004'
2021-06-08 01:48:20,433 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20007' | prevHeadingCurrId :- '20004' | prevHeadingFoundId :- '20004'
2021-06-08 01:48:21,651 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '3. PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-06-08 01:48:21,659 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20004'
2021-06-08 01:48:21,667 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20008' | prevHeadingCurrId :- '20004' | prevHeadingFoundId :- '20004'
2021-06-08 01:48:22,447 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4. CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-06-08 01:48:22,447 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20009' | prevHeadingCurrId :- '20008' | prevHeadingFoundId :- '20008'
2021-06-08 01:48:22,503 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.1 Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-06-08 01:48:22,511 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20010' | prevHeadingCurrId :- '20009' | prevHeadingFoundId :- '20009'
2021-06-08 01:48:23,628 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.2 Posology and method of administration' | Qrd txt :- '4.2 Posology and method of administration' | Matched :- 'True'
2021-06-08 01:48:23,636 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20011' | prevHeadingCurrId :- '20010' | prevHeadingFoundId :- '20010'
2021-06-08 01:48:23,901 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Posology' | Qrd txt :- 'Posology' | Matched :- 'True'
2021-06-08 01:48:23,917 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20012' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,329 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-08 01:48:28,345 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,353 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20013' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,381 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-08 01:48:28,405 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,421 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20019' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,445 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-08 01:48:28,461 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,485 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20021' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,541 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-08 01:48:28,549 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,565 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20028' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,583 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-08 01:48:28,595 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,603 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20031' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,631 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-06-08 01:48:28,647 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:28,655 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20037' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:29,216 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Method of administration' | Qrd txt :- 'Method of administration' | Matched :- 'True'
2021-06-08 01:48:29,224 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:29,240 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20014' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:30,084 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.3 Contraindications' | Qrd txt :- '4.3 Contraindications' | Matched :- 'True'
2021-06-08 01:48:30,092 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20016' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:30,096 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20016' | prevHeadingCurrId :- '20011' | prevHeadingFoundId :- '20011'
2021-06-08 01:48:34,283 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.4 Special warnings and precautions for use' | Qrd txt :- '4.4 Special warnings and precautions for use' | Matched :- 'True'
2021-06-08 01:48:34,291 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20017' | prevHeadingCurrId :- '20016' | prevHeadingFoundId :- '20016'
2021-06-08 01:48:34,392 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Traceability' | Qrd txt :- 'Traceability' | Matched :- 'True'
2021-06-08 01:48:34,400 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20018' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-06-08 01:48:41,600 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Qrd txt :- '4.5 Interaction with other medicinal products and other forms of interaction' | Matched :- 'True'
2021-06-08 01:48:41,608 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20020' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20017'
2021-06-08 01:48:41,612 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20020' | prevHeadingCurrId :- '20017' | prevHeadingFoundId :- '20017'
2021-06-08 01:48:41,768 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.6 Fertility, pregnancy and lactation' | Qrd txt :- '4.6 Fertility, pregnancy and lactation' | Matched :- 'True'
2021-06-08 01:48:41,776 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20022' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20020'
2021-06-08 01:48:41,784 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20022' | prevHeadingCurrId :- '20020' | prevHeadingFoundId :- '20020'
2021-06-08 01:48:41,853 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Pregnancy' | Qrd txt :- 'Pregnancy' | Matched :- 'True'
2021-06-08 01:48:41,861 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20023' | prevHeadingCurrId :- '20022' | prevHeadingFoundId :- '20022'
2021-06-08 01:48:42,225 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed : <=1|7.14|(93, 93, 100)|0.982| | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Breast‑feeding' | Qrd txt :- 'Breast-feeding' | Matched :- 'True'
2021-06-08 01:48:42,233 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20024' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20022'
2021-06-08 01:48:42,241 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20024' | prevHeadingCurrId :- '20022' | prevHeadingFoundId :- '20022'
2021-06-08 01:48:42,728 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Fertility' | Qrd txt :- 'Fertility' | Matched :- 'True'
2021-06-08 01:48:42,736 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20025' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20022'
2021-06-08 01:48:42,744 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20025' | prevHeadingCurrId :- '20022' | prevHeadingFoundId :- '20022'
2021-06-08 01:48:43,205 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.7 Effects on ability to drive and use machines' | Qrd txt :- '4.7 Effects on ability to drive and use machines' | Matched :- 'True'
2021-06-08 01:48:43,213 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20026' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20022'
2021-06-08 01:48:43,213 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20026' | prevHeadingCurrId :- '20022' | prevHeadingFoundId :- '20022'
2021-06-08 01:48:43,542 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.8 Undesirable effects' | Qrd txt :- '4.8 Undesirable effects' | Matched :- 'True'
2021-06-08 01:48:43,550 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20027' | prevHeadingCurrId :- '20026' | prevHeadingFoundId :- '20026'
2021-06-08 01:48:46,379 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Reporting of suspected adverse reactions' | Qrd txt :- 'Reporting of suspected adverse reactions' | Matched :- 'True'
2021-06-08 01:48:46,386 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20029' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-08 01:48:46,389 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20029' | prevHeadingCurrId :- '20027' | prevHeadingFoundId :- '20027'
2021-06-08 01:48:46,671 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.9 Overdose' | Qrd txt :- '4.9 Overdose' | Matched :- 'True'
2021-06-08 01:48:46,679 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20030' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20027'
2021-06-08 01:48:46,687 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20030' | prevHeadingCurrId :- '20027' | prevHeadingFoundId :- '20027'
2021-06-08 01:48:46,990 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '5. PHARMACOLOGICAL PROPERTIES' | Qrd txt :- '5. PHARMACOLOGICAL PROPERTIES' | Matched :- 'True'
2021-06-08 01:48:46,998 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20032' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20030'
2021-06-08 01:48:47,006 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20032' | prevHeadingCurrId :- '20030' | prevHeadingFoundId :- '20030'
2021-06-08 01:48:47,149 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '5.1 Pharmacodynamic properties' | Qrd txt :- '5.1 Pharmacodynamic properties' | Matched :- 'True'
2021-06-08 01:48:47,157 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20033' | prevHeadingCurrId :- '20032' | prevHeadingFoundId :- '20032'
2021-06-08 01:48:47,819 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Pharmacodynamic effects' | Qrd txt :- 'Pharmacodynamic effects' | Matched :- 'True'
2021-06-08 01:48:47,823 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20035' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20033'
2021-06-08 01:48:47,831 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20035' | prevHeadingCurrId :- '20033' | prevHeadingFoundId :- '20033'
2021-06-08 01:48:48,158 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Match Passed : <=4|24.32|(86, 100, 95)|0.97| | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Clinical efficacy and safety in women' | Qrd txt :- 'Clinical efficacy and safety' | Matched :- 'True'
2021-06-08 01:48:48,166 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Flow Is Broken | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20036' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '20033'
2021-06-08 01:48:48,174 : Heading Extraction Ovaleap_clean_SmPC.json_4 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  en | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '20036' | prevHeadingCurrId :- '20033' | prevHeadingFoundId :- '20033'
